Customer ID,Ordered Food,Ordered Time,Delivery Time (mins),Distance (km),Mode of Payment,Delivery Location,Delivery Guy ID,Customer Rating
CUST0621,Paneer Tikka,1:17 PM,24,24.05,Debit Card,Tech Valley,DEL034,4.1
CUST0622,"Wrap, Pizza, Smoothie",5:10 AM,105,17.14,Cash,Tech Valley,DEL075,1.8
CUST0623,"Pizza, Hotdog, Noodles",4:38 AM,48,15.97,UPI,Airport Zone,DEL064,3
CUST0624,"Burger, Pasta, Coffee",3:21 PM,79,7.13,Credit Card,Hillview,DEL055,1.9
CUST0625,"Tea, Sandwich, Paneer Tikka, Noodles",4:37 PM,10,6.6,Credit Card,Airport Zone,DEL057,2.6
CUST0626,"Coffee, Tea, Smoothie, Rice Bowl",2:28 AM,32,23.58,Wallet,Tech Valley,DEL063,4.1
CUST0627,"Samosa, Sandwich",1:51 AM,48,7.81,Cash,Lakeside,DEL054,4.1
CUST0628,"Milkshake, Noodles",10:56 PM,66,19.5,Credit Card,Riverside,DEL021,1.9
CUST0629,"Paneer Tikka, Rice Bowl, Tea",8:46 AM,90,10.13,Debit Card,Tech Valley,DEL019,4.7
CUST0630,Juice,11:23 PM,43,3.91,Cash,Green Park,DEL065,3.4
CUST0631,"Hotdog, Burger, Coffee",8:58 AM,50,0.76,Cash,Tech Valley,DEL017,2.5
CUST0632,"Biryani, Pizza, Pasta",4:06 AM,102,13.83,Cash,Uptown,DEL063,3
CUST0633,"Coffee, Coke",5:22 PM,82,24.41,Debit Card,Old Town,DEL059,3.4
CUST0634,Pasta,9:18 PM,22,9.54,Wallet,Riverside,DEL017,3.2
CUST0635,"Samosa, Burger, Momos",11:31 AM,79,9.25,UPI,Riverside,DEL066,2.9
CUST0636,"Chips, Rice Bowl",1:20 AM,15,8.93,UPI,Green Park,DEL068,3
CUST0637,Salad,1:49 PM,93,13.25,Cash,Airport Zone,DEL016,1.7
CUST0638,"Chips, Biryani",4:08 PM,61,11.3,Credit Card,Lakeside,DEL028,4.3
CUST0639,Juice,12:54 AM,12,22.06,Debit Card,Sunset Street,DEL059,3.2
CUST0640,"Coffee, Paneer Tikka",6:09 PM,90,12.89,Debit Card,Hillview,DEL061,1.5
CUST0641,"Pizza, Noodles, Samosa, Wrap",4:54 AM,72,12.94,Cash,Metro Square,DEL005,4.1
CUST0642,"Burger, Wrap, Pizza",11:31 AM,58,3.89,Cash,Metro Square,DEL021,4.7
CUST0643,"Biryani, Coke, Fries, Samosa",12:45 AM,85,24.58,Cash,Old Town,DEL072,4.8
CUST0644,"Burger, Juice, Fries",6:01 PM,56,6.62,UPI,Sunset Street,DEL048,2.5
CUST0645,"Fries, Tea",11:03 PM,118,2.3,Wallet,Tech Valley,DEL016,1.5
CUST0646,"Noodles, Tea",2:40 AM,64,16.75,UPI,Old Town,DEL078,3.1
CUST0647,"Pizza, Noodles, Fries",12:14 PM,73,15.09,Wallet,Downtown,DEL053,1.5
CUST0648,"Sandwich, Milkshake, Burger",10:57 PM,74,10.67,UPI,Green Park,DEL015,4.7
CUST0649,"Momos, Salad, Sandwich",10:26 AM,90,10.84,Debit Card,Metro Square,DEL016,1.7
CUST0650,Pasta,8:03 AM,76,19.73,Cash,Sunset Street,DEL048,2
CUST0651,"Paneer Tikka, Smoothie",2:10 PM,99,5.29,Cash,Downtown,DEL074,2.6
CUST0652,"Momos, Coke",6:52 AM,24,20.6,Cash,City Center,DEL038,2.5
CUST0653,"Samosa, Biryani, Hotdog, Rice Bowl",4:17 AM,109,16.39,UPI,Riverside,DEL006,4.2
CUST0654,"Samosa, Momos, Fries",3:11 PM,41,10.76,UPI,Airport Zone,DEL067,2.8
CUST0655,"Chips, Milkshake",4:10 PM,105,11.72,UPI,Airport Zone,DEL020,1.7
CUST0656,Biryani,5:39 PM,77,6.79,Wallet,Sunset Street,DEL016,2.1
CUST0657,"Hotdog, Sandwich",10:56 AM,27,18.93,Debit Card,Sunset Street,DEL048,3
CUST0658,"Coke, Rice Bowl, Smoothie, Pasta",11:56 PM,92,13.07,Cash,Airport Zone,DEL040,1.6
CUST0659,"Biryani, Noodles, Hotdog",8:00 AM,52,8.36,Credit Card,Uptown,DEL048,3.4
CUST0660,"Pasta, Coffee, Biryani",1:05 AM,44,15.1,Cash,Old Town,DEL039,3.3
CUST0661,"Wrap, Smoothie, Juice, Salad",3:33 PM,113,24.9,UPI,Hillview,DEL038,3.9
CUST0662,"Coffee, Burger, Pasta, Rice Bowl",8:58 PM,87,11.16,Cash,Riverside,DEL063,4.8
CUST0663,"Milkshake, Pizza, Tea",4:11 PM,67,23.06,Credit Card,Downtown,DEL004,4.6
CUST0664,"Milkshake, Burger",5:44 AM,42,8.95,Wallet,Metro Square,DEL019,4.8
CUST0665,"Pizza, Tea",8:45 AM,23,1.84,Credit Card,Uptown,DEL019,2
CUST0666,Juice,2:15 PM,43,5.5,Cash,Lakeside,DEL076,1.5
CUST0667,"Samosa, Biryani, Rice Bowl, Milkshake",2:08 AM,70,10.76,Debit Card,City Center,DEL054,2.2
CUST0668,"Chips, Coffee",1:04 PM,13,5.88,Debit Card,City Center,DEL007,4.6
CUST0669,"Noodles, Momos, Milkshake",12:59 PM,97,0.51,Debit Card,Downtown,DEL040,4.9
CUST0670,Salad,5:59 PM,68,22.92,Credit Card,Lakeside,DEL037,4.4
CUST0671,"Coke, Tea, Milkshake",11:00 AM,38,21.18,UPI,Green Park,DEL028,1.4
CUST0672,"Pizza, Milkshake, Smoothie, Coke",3:04 PM,92,18.69,Credit Card,Tech Valley,DEL024,4.8
CUST0673,Coke,1:50 AM,15,4.61,Credit Card,Sunset Street,DEL063,2.7
CUST0674,"Pasta, Tea, Sandwich, Coffee",11:35 AM,106,3.45,Debit Card,Riverside,DEL001,1
CUST0675,"Milkshake, Pasta, Paneer Tikka, Hotdog",8:44 PM,58,2.16,Cash,Riverside,DEL016,2.8
CUST0676,"Wrap, Burger",1:05 AM,49,18.24,Credit Card,Riverside,DEL071,1.2
CUST0677,"Samosa, Rice Bowl, Salad",3:36 AM,92,23.26,UPI,City Center,DEL045,3.2
CUST0678,Chips,11:00 AM,74,11.05,UPI,Airport Zone,DEL009,2.4
CUST0679,"Fries, Tea, Juice, Salad",7:11 PM,78,3.42,Debit Card,Airport Zone,DEL006,2.9
CUST0680,Wrap,2:56 PM,36,13.05,Debit Card,Lakeside,DEL054,3.5
CUST0681,Noodles,3:52 AM,89,9.05,UPI,Airport Zone,DEL062,4.5
CUST0682,"Juice, Salad",9:05 PM,15,9.68,Credit Card,Sunset Street,DEL074,3.6
CUST0683,"Hotdog, Salad",10:11 AM,113,15.72,Debit Card,Riverside,DEL040,2.7
CUST0684,"Pasta, Coffee, Hotdog, Juice",1:05 PM,22,18.11,Cash,Metro Square,DEL073,4.3
CUST0685,"Milkshake, Momos, Salad",11:56 PM,73,3.21,Cash,City Center,DEL058,4.6
CUST0686,"Chips, Sandwich",1:47 AM,71,1.37,Wallet,Riverside,DEL044,1.5
CUST0687,Noodles,11:14 AM,108,24.86,Cash,Lakeside,DEL049,3.1
CUST0688,Noodles,2:03 PM,28,6.2,Credit Card,Tech Valley,DEL061,2.1
CUST0689,"Biryani, Sandwich, Hotdog, Coffee",6:08 PM,85,1.82,UPI,Hillview,DEL078,1.2
CUST0690,"Chips, Pasta, Rice Bowl",6:02 AM,89,5.15,Cash,Hillview,DEL017,3.7
CUST0691,Coke,1:29 AM,52,1.45,Credit Card,Downtown,DEL018,4.5
CUST0692,Smoothie,2:51 AM,83,10.1,Debit Card,City Center,DEL065,1.7
CUST0693,"Samosa, Coke, Fries, Paneer Tikka",1:37 PM,98,20.16,UPI,Old Town,DEL059,4.2
CUST0694,Noodles,10:43 AM,29,8.86,Credit Card,City Center,DEL058,4.4
CUST0695,"Chips, Wrap, Salad, Samosa",12:00 AM,104,11.38,Debit Card,Green Park,DEL058,4.7
CUST0696,Paneer Tikka,3:16 PM,77,17.05,UPI,Riverside,DEL020,2.1
CUST0697,"Momos, Rice Bowl, Coffee, Tea",10:53 PM,53,12.97,Credit Card,City Center,DEL042,4.6
CUST0698,"Noodles, Chips, Coffee, Coke",8:05 PM,32,21.61,UPI,Tech Valley,DEL012,2.3
CUST0699,"Momos, Burger, Coke, Biryani",4:36 PM,11,21.72,Credit Card,Sunset Street,DEL080,3.2
CUST0700,"Coffee, Milkshake, Fries, Pasta",9:35 AM,31,0.74,Wallet,Tech Valley,DEL080,1.2
CUST0701,"Salad, Coke, Biryani, Coffee",10:20 PM,66,19.56,Debit Card,Lakeside,DEL053,1.2
CUST0702,"Smoothie, Chips",10:18 PM,110,11.79,Cash,Lakeside,DEL050,3.9
CUST0703,"Smoothie, Juice, Salad, Burger",7:51 AM,81,24.73,Debit Card,Metro Square,DEL030,2.8
CUST0704,"Pasta, Paneer Tikka, Chips, Smoothie",8:09 PM,16,12.34,Debit Card,City Center,DEL051,2
CUST0705,"Pizza, Juice",6:33 PM,87,24.68,Wallet,Hillview,DEL044,1.8
CUST0706,"Paneer Tikka, Burger, Coffee, Tea",2:26 PM,65,18.99,UPI,City Center,DEL070,3.7
CUST0707,"Wrap, Fries",6:35 PM,76,6.59,UPI,Sunset Street,DEL006,1
CUST0708,Salad,6:13 PM,25,13.69,Credit Card,Sunset Street,DEL057,4.2
CUST0709,"Momos, Biryani",1:22 PM,92,24.81,Cash,Riverside,DEL036,1.3
CUST0710,"Fries, Samosa",4:38 AM,60,21.51,UPI,Lakeside,DEL012,1.8
CUST0711,"Rice Bowl, Biryani, Noodles, Pasta",8:17 AM,91,2.89,Debit Card,Airport Zone,DEL022,2.5
CUST0712,Biryani,3:49 PM,89,17.81,UPI,City Center,DEL004,2.9
CUST0713,"Milkshake, Coffee, Tea",3:26 AM,81,8.97,Debit Card,Riverside,DEL074,2.4
CUST0714,"Sandwich, Tea",11:05 PM,106,0.67,Debit Card,Airport Zone,DEL040,2.3
CUST0715,"Chips, Coke, Momos, Salad",7:50 PM,21,10.39,Cash,Old Town,DEL072,4.9
CUST0716,"Salad, Biryani, Tea, Pasta",11:32 PM,62,6.25,Wallet,Green Park,DEL016,3.6
CUST0717,"Pizza, Biryani, Noodles",4:30 AM,84,20.56,Debit Card,Metro Square,DEL072,1.1
CUST0718,Burger,6:51 AM,14,8.76,Debit Card,City Center,DEL011,2.7
CUST0719,"Fries, Smoothie, Samosa, Chips",9:51 AM,36,20.77,Debit Card,Downtown,DEL025,4.5
CUST0720,"Noodles, Burger",5:05 PM,21,0.51,Credit Card,City Center,DEL080,2.2
CUST0721,"Momos, Pizza",6:57 AM,26,8.04,Debit Card,Riverside,DEL070,1.4
CUST0722,Sandwich,11:49 PM,15,6.41,UPI,Metro Square,DEL074,4
CUST0723,"Biryani, Hotdog, Noodles, Wrap",2:02 AM,106,6.22,UPI,City Center,DEL007,3.4
CUST0724,"Salad, Milkshake",8:21 AM,14,2.17,Credit Card,Downtown,DEL073,3.3
CUST0725,"Chips, Coffee, Burger, Milkshake",1:09 AM,66,5.08,Cash,Lakeside,DEL067,1.2
CUST0726,"Coke, Noodles, Tea",11:49 AM,37,14.11,Wallet,Uptown,DEL025,1.6
CUST0727,"Paneer Tikka, Hotdog, Samosa",5:42 PM,87,7.64,Debit Card,Hillview,DEL061,3.5
CUST0728,"Noodles, Momos, Juice",7:25 PM,78,10.73,Debit Card,Airport Zone,DEL065,1.8
CUST0729,"Biryani, Pizza, Momos",7:43 AM,68,9.73,Wallet,Downtown,DEL003,3
CUST0730,"Samosa, Hotdog, Noodles",5:04 AM,42,21.96,Debit Card,Uptown,DEL016,3.2
CUST0731,"Chips, Tea, Milkshake, Hotdog",2:57 PM,71,22.68,Wallet,Tech Valley,DEL069,2.1
CUST0732,"Biryani, Fries",9:13 AM,59,12.58,Credit Card,Lakeside,DEL024,4.8
CUST0733,Coffee,11:23 PM,114,8.59,Wallet,Riverside,DEL003,4.4
CUST0734,"Momos, Burger",2:16 PM,28,3.12,Credit Card,Riverside,DEL036,3.9
CUST0735,"Tea, Burger, Sandwich, Pizza",4:48 PM,95,23.86,Debit Card,City Center,DEL027,1.3
CUST0736,"Fries, Juice",7:21 AM,78,1.98,Debit Card,Old Town,DEL032,1.4
CUST0737,"Juice, Chips",4:26 AM,75,7.79,Cash,Hillview,DEL075,3
CUST0738,"Coke, Coffee",4:03 PM,103,7.8,UPI,Hillview,DEL057,1.6
CUST0739,"Paneer Tikka, Coffee, Juice, Smoothie",12:55 PM,56,8.35,Wallet,City Center,DEL011,4.9
CUST0740,"Salad, Wrap, Momos",8:34 AM,48,4.53,Cash,Riverside,DEL069,1.6
CUST0741,Paneer Tikka,1:02 PM,77,19.69,UPI,Hillview,DEL078,2.9
CUST0742,"Burger, Momos",11:27 PM,42,3.5,Credit Card,Sunset Street,DEL042,2.5
CUST0743,"Hotdog, Coke, Paneer Tikka",2:12 PM,22,16.06,Cash,Metro Square,DEL052,3.6
CUST0744,Samosa,6:35 PM,93,3.53,Cash,Uptown,DEL076,1.5
CUST0745,"Tea, Paneer Tikka, Rice Bowl, Coke",7:45 AM,63,2.23,Debit Card,Lakeside,DEL006,2.7
CUST0746,"Momos, Hotdog, Chips, Pasta",8:57 AM,16,22.78,Cash,Lakeside,DEL063,2.1
CUST0747,"Fries, Rice Bowl",9:59 AM,88,5.16,Wallet,Old Town,DEL003,4.6
CUST0748,"Samosa, Hotdog",5:32 PM,96,20.62,Credit Card,City Center,DEL044,1.2
CUST0749,"Chips, Tea, Fries, Sandwich",6:35 AM,23,13.84,Wallet,Lakeside,DEL056,4.7
CUST0750,"Noodles, Pizza",9:11 AM,96,2.41,Wallet,Downtown,DEL024,4.3
CUST0751,"Biryani, Tea, Coffee, Noodles",10:51 AM,28,23.91,Debit Card,Metro Square,DEL054,2.2
CUST0752,Pasta,7:24 AM,63,6.55,Credit Card,Sunset Street,DEL004,4.2
CUST0753,"Smoothie, Wrap, Biryani, Juice",8:54 PM,102,21.56,UPI,Green Park,DEL068,1.1
CUST0754,"Noodles, Tea, Wrap",9:25 AM,29,4.64,UPI,Green Park,DEL041,4.9
CUST0755,Rice Bowl,4:34 AM,38,21.42,UPI,Uptown,DEL049,3.1
CUST0756,"Hotdog, Coke",1:21 AM,33,0.82,Credit Card,Green Park,DEL033,2.2
CUST0757,"Milkshake, Salad",10:03 AM,91,13.04,Credit Card,Hillview,DEL012,2.5
CUST0758,"Biryani, Coke, Burger, Salad",2:52 PM,72,19.35,UPI,Airport Zone,DEL015,1.3
CUST0759,"Wrap, Juice, Hotdog, Chips",2:59 PM,83,23.4,Credit Card,Green Park,DEL013,5
CUST0760,"Pizza, Juice, Milkshake",8:45 AM,114,22.78,Cash,City Center,DEL070,1.2
CUST0761,"Rice Bowl, Salad",1:25 AM,66,20.58,Credit Card,Tech Valley,DEL022,3.6
CUST0762,"Smoothie, Juice",11:28 AM,17,22.26,Debit Card,Downtown,DEL037,2.8
CUST0763,"Chips, Momos",7:21 PM,99,5.38,Debit Card,Sunset Street,DEL019,4.8
CUST0764,"Juice, Noodles, Momos, Chips",11:05 AM,71,7.46,Wallet,Green Park,DEL024,2
CUST0765,"Tea, Burger, Juice",11:25 AM,38,7.58,UPI,Tech Valley,DEL033,3.1
CUST0766,"Noodles, Chips, Coke",5:13 AM,83,9.74,Cash,Lakeside,DEL012,2.9
CUST0767,Wrap,6:11 PM,26,10.14,UPI,Airport Zone,DEL020,3.8
CUST0768,"Wrap, Biryani, Smoothie",11:52 PM,75,13.84,Cash,Lakeside,DEL040,1.3
CUST0769,Coke,12:38 AM,15,4.42,Credit Card,Lakeside,DEL053,1.8
CUST0770,"Wrap, Sandwich, Paneer Tikka",1:34 AM,67,17.44,Debit Card,Uptown,DEL022,1.9
CUST0771,Biryani,10:57 AM,78,4.61,Credit Card,Riverside,DEL008,4
CUST0772,"Biryani, Hotdog, Wrap, Salad",10:06 AM,37,8.1,Wallet,Old Town,DEL079,1.8
CUST0773,Sandwich,1:31 AM,71,12.83,Credit Card,Riverside,DEL042,3.3
CUST0774,"Chips, Rice Bowl, Samosa",8:44 PM,50,20.01,UPI,Uptown,DEL024,1.9
CUST0775,"Samosa, Fries",9:46 AM,78,18.62,Credit Card,Downtown,DEL004,4.4
CUST0776,"Burger, Sandwich, Pizza, Rice Bowl",12:42 AM,91,16.32,Credit Card,Downtown,DEL008,4.8
CUST0777,"Burger, Salad, Coke",7:06 PM,99,4.32,Wallet,Airport Zone,DEL039,3.1
CUST0778,"Wrap, Rice Bowl",7:06 AM,93,13.9,UPI,Tech Valley,DEL050,2.4
CUST0779,Tea,2:06 AM,50,2.64,Cash,Hillview,DEL013,1.9
CUST0780,"Hotdog, Paneer Tikka, Juice",2:49 PM,58,9.75,Debit Card,Riverside,DEL041,1.2
CUST0781,Smoothie,4:24 PM,100,10.63,Credit Card,Riverside,DEL019,2.1
CUST0782,"Sandwich, Fries, Momos, Noodles",3:38 AM,58,1.48,Credit Card,Metro Square,DEL053,3.6
CUST0783,"Coke, Fries",9:01 PM,85,7.21,Cash,City Center,DEL042,3.1
CUST0784,"Pizza, Sandwich",4:21 AM,80,23.91,Cash,City Center,DEL034,4.8
CUST0785,"Rice Bowl, Momos, Noodles",9:45 AM,12,23.86,Cash,Tech Valley,DEL049,2.6
CUST0786,"Hotdog, Chips, Coffee, Coke",2:43 PM,19,9.13,Wallet,Metro Square,DEL016,3.8
CUST0787,"Burger, Tea, Pizza",12:03 PM,107,1.56,Debit Card,Airport Zone,DEL007,3
CUST0788,Paneer Tikka,9:44 PM,98,4.89,UPI,City Center,DEL026,3.1
CUST0789,"Fries, Burger, Wrap, Hotdog",5:10 AM,44,10.11,Wallet,City Center,DEL031,2.1
CUST0790,Hotdog,8:01 PM,89,23.72,Wallet,Sunset Street,DEL077,2.8
CUST0791,"Paneer Tikka, Chips, Hotdog",12:45 PM,11,3.96,Cash,Sunset Street,DEL076,2.9
CUST0792,Momos,7:23 PM,33,19.21,Wallet,Sunset Street,DEL031,3.8
CUST0793,"Pizza, Fries, Pasta",7:20 AM,83,3.16,UPI,Sunset Street,DEL064,4.8
CUST0794,"Wrap, Momos, Samosa",8:44 AM,47,24.54,Debit Card,Riverside,DEL066,2.3
CUST0795,"Sandwich, Smoothie, Coffee",2:43 AM,31,9.85,UPI,Riverside,DEL065,1.2
CUST0796,"Coke, Samosa",5:00 AM,35,19.49,Cash,Uptown,DEL050,3
CUST0797,"Milkshake, Pasta, Momos",2:42 AM,52,8.89,Debit Card,Tech Valley,DEL015,3.2
CUST0798,"Momos, Hotdog, Coffee",4:11 AM,64,15.88,UPI,Airport Zone,DEL035,1.7
CUST0799,"Pizza, Coke, Fries",2:57 PM,48,5.2,Credit Card,Old Town,DEL008,4
CUST0800,"Juice, Paneer Tikka, Wrap, Rice Bowl",10:50 AM,100,4.08,UPI,Airport Zone,DEL041,4.9
CUST0801,"Wrap, Hotdog, Sandwich, Smoothie",6:22 PM,38,23.48,Credit Card,Downtown,DEL060,4.8
CUST0802,"Salad, Paneer Tikka",1:00 AM,111,22.98,Wallet,Tech Valley,DEL071,1.8
CUST0803,"Milkshake, Juice",5:55 AM,29,22.24,Credit Card,Tech Valley,DEL053,4.5
CUST0804,"Momos, Tea, Noodles",1:48 PM,100,15.82,Wallet,Hillview,DEL009,3.8
CUST0805,"Fries, Noodles, Momos",10:58 PM,50,20.3,Wallet,Airport Zone,DEL062,2.8
CUST0806,"Momos, Pizza, Coke",1:05 AM,63,2.19,UPI,Sunset Street,DEL004,3.2
CUST0807,Burger,10:07 AM,29,8.7,Cash,Downtown,DEL053,4.4
CUST0808,"Biryani, Samosa",10:13 AM,117,8.19,Wallet,Sunset Street,DEL030,2.9
CUST0809,"Paneer Tikka, Tea, Juice, Smoothie",11:59 PM,28,16.07,Wallet,Downtown,DEL003,2.5
CUST0810,Tea,5:58 AM,93,9.22,Credit Card,Riverside,DEL035,3
CUST0811,Wrap,11:51 AM,108,4.14,Wallet,Old Town,DEL071,3.3
CUST0812,"Chips, Hotdog, Milkshake",8:43 PM,75,15.11,Debit Card,Green Park,DEL076,1.8
CUST0813,"Tea, Wrap, Burger, Hotdog",9:37 PM,39,20.45,Wallet,Downtown,DEL013,4.6
CUST0814,"Coffee, Hotdog, Pizza",8:28 AM,62,9.86,Cash,Riverside,DEL032,3.7
CUST0815,"Chips, Pizza",8:56 PM,43,3.74,Debit Card,Tech Valley,DEL072,3.5
CUST0816,"Paneer Tikka, Wrap, Milkshake, Smoothie",7:21 PM,31,5.32,Debit Card,Downtown,DEL017,1.4
CUST0817,"Pasta, Coke, Juice, Tea",1:28 AM,76,6.32,Credit Card,Green Park,DEL039,3.4
CUST0818,"Smoothie, Coffee, Sandwich, Pasta",9:02 AM,15,7.85,Cash,Lakeside,DEL073,1.5
CUST0819,Milkshake,3:06 PM,88,16.25,Credit Card,Green Park,DEL053,1.3
CUST0820,"Coke, Paneer Tikka, Smoothie, Chips",2:45 PM,36,15.22,Cash,City Center,DEL058,3.1
CUST0821,"Noodles, Hotdog",6:54 AM,19,17.55,Cash,Lakeside,DEL011,2.6
CUST0822,"Rice Bowl, Noodles, Momos",4:29 AM,82,9.38,Cash,Old Town,DEL065,3.4
CUST0823,"Samosa, Tea",7:35 PM,106,20.69,UPI,Hillview,DEL027,1.4
CUST0824,Fries,1:59 AM,105,5.5,Cash,City Center,DEL019,2.7
CUST0825,"Samosa, Juice, Pizza",11:45 AM,57,11.99,UPI,Metro Square,DEL048,1.7
CUST0826,"Hotdog, Pizza, Chips, Samosa",11:37 PM,79,20.12,Credit Card,Hillview,DEL070,4.9
CUST0827,"Hotdog, Coffee",9:23 PM,114,4.91,Credit Card,Uptown,DEL022,3.2
CUST0828,"Fries, Hotdog, Pasta",8:01 PM,68,3.19,UPI,Airport Zone,DEL032,3.7
CUST0829,"Milkshake, Fries",7:42 AM,109,22.15,Credit Card,Downtown,DEL069,2.3
CUST0830,"Samosa, Salad",2:03 AM,68,8.9,Cash,Metro Square,DEL055,1.4
CUST0831,"Chips, Biryani, Hotdog",12:25 AM,11,17.25,UPI,Sunset Street,DEL072,4.9
CUST0832,"Burger, Biryani, Salad",9:43 AM,38,1.12,UPI,Airport Zone,DEL058,2.1
CUST0833,"Momos, Biryani, Smoothie, Pizza",7:13 PM,77,17.41,Cash,Hillview,DEL006,2.7
CUST0834,"Burger, Smoothie",9:49 AM,74,8.24,Cash,Airport Zone,DEL001,3.6
CUST0835,"Tea, Samosa",11:00 PM,92,1.87,Debit Card,Downtown,DEL060,1.1
CUST0836,"Tea, Coffee, Milkshake, Smoothie",6:44 AM,35,15.44,Cash,City Center,DEL080,4.2
CUST0837,Juice,6:07 PM,98,6.4,Credit Card,Sunset Street,DEL038,3.1
CUST0838,"Paneer Tikka, Chips, Pasta, Hotdog",12:17 AM,19,9.98,Wallet,Hillview,DEL022,2.1
CUST0839,"Juice, Wrap",11:08 AM,62,2.47,Wallet,Downtown,DEL001,1.2
CUST0840,"Noodles, Chips, Smoothie",1:56 AM,88,4.11,Debit Card,Metro Square,DEL008,1.6
CUST0841,Wrap,6:27 AM,68,7.8,Cash,Metro Square,DEL062,4.6
CUST0842,"Samosa, Biryani",1:32 AM,31,2.7,UPI,Tech Valley,DEL035,3.7
CUST0843,"Sandwich, Momos",7:44 PM,60,22.82,Debit Card,Sunset Street,DEL077,2
CUST0844,"Milkshake, Fries, Tea",9:04 AM,57,0.65,UPI,Green Park,DEL033,1.3
CUST0845,"Wrap, Hotdog, Milkshake, Samosa",2:34 AM,30,12.35,Cash,Old Town,DEL049,3.8
CUST0846,"Coffee, Smoothie, Biryani",9:40 AM,31,3.52,Wallet,City Center,DEL045,3.3
CUST0847,Coke,7:58 PM,109,8.04,Debit Card,Tech Valley,DEL028,2.6
CUST0848,"Hotdog, Wrap, Smoothie, Noodles",3:14 AM,107,23.19,Cash,Sunset Street,DEL075,2.5
CUST0849,Pizza,8:21 PM,39,4.46,Cash,Tech Valley,DEL066,1.9
CUST0850,Juice,7:39 PM,34,24.16,UPI,City Center,DEL037,3.7
CUST0851,Wrap,5:34 AM,118,5.54,UPI,Green Park,DEL006,4.9
CUST0852,"Chips, Hotdog, Tea, Samosa",11:22 AM,37,18.67,Cash,Lakeside,DEL021,1.7
CUST0853,"Pizza, Chips, Biryani, Smoothie",7:58 AM,74,13.89,UPI,Downtown,DEL069,3.4
CUST0854,"Sandwich, Coffee, Milkshake, Coke",11:43 AM,54,22.17,Cash,Tech Valley,DEL073,2.7
CUST0855,Rice Bowl,6:21 PM,77,14.07,Wallet,City Center,DEL009,2.8
CUST0856,"Noodles, Juice, Biryani, Tea",4:02 AM,16,13.6,Debit Card,Downtown,DEL039,2
CUST0857,"Burger, Hotdog, Milkshake",11:24 AM,58,5.29,Wallet,Downtown,DEL012,4.3
CUST0858,"Fries, Samosa, Chips, Tea",2:02 AM,18,4.57,Wallet,Riverside,DEL051,2.9
CUST0859,"Momos, Noodles, Pizza",1:26 AM,45,22.95,Wallet,Airport Zone,DEL016,3.2
CUST0860,"Sandwich, Pizza, Coffee, Wrap",3:36 PM,92,8.53,Wallet,Tech Valley,DEL018,2.2
CUST0861,Biryani,6:00 PM,10,9.62,Cash,Riverside,DEL072,1.7
CUST0862,"Juice, Sandwich, Wrap, Coke",8:01 PM,19,19.12,Cash,Old Town,DEL036,1.3
CUST0863,"Tea, Coffee, Chips, Salad",12:36 PM,45,8.8,Cash,Metro Square,DEL056,3.9
CUST0864,"Hotdog, Coffee, Juice",1:58 PM,82,23.83,Credit Card,Green Park,DEL027,1.8
CUST0865,"Chips, Pizza, Tea, Coffee",5:03 PM,118,18.58,Cash,Metro Square,DEL079,3.8
CUST0866,Rice Bowl,2:34 AM,55,15.14,Cash,Tech Valley,DEL065,2.6
CUST0867,Juice,12:45 PM,115,22.08,UPI,Hillview,DEL041,2.7
CUST0868,Salad,2:30 PM,41,1.72,Credit Card,Tech Valley,DEL044,2.9
CUST0869,"Pasta, Hotdog, Fries, Salad",8:02 AM,41,6.8,Debit Card,Airport Zone,DEL034,2.5
CUST0870,Samosa,10:57 PM,15,11.89,Cash,Uptown,DEL058,1.4
CUST0871,"Wrap, Biryani",7:30 AM,57,6.06,UPI,Hillview,DEL035,2.2
CUST0872,"Coke, Juice, Pizza, Pasta",4:17 PM,47,18.73,Cash,Lakeside,DEL032,3.7
CUST0873,"Sandwich, Fries, Tea, Juice",10:43 PM,26,23.02,Debit Card,Sunset Street,DEL042,3.7
CUST0874,Samosa,4:45 AM,83,10.88,Cash,Hillview,DEL044,2.1
CUST0875,Smoothie,6:42 AM,36,8.88,Wallet,Green Park,DEL027,2.8
CUST0876,Tea,6:36 AM,63,24.06,Debit Card,Lakeside,DEL059,1.8
CUST0877,"Milkshake, Smoothie, Chips",9:19 AM,59,11.4,Wallet,Sunset Street,DEL077,1.8
CUST0878,"Coke, Fries",6:44 PM,44,12.48,Debit Card,Metro Square,DEL043,1.1
CUST0879,"Burger, Momos, Paneer Tikka, Coke",11:55 AM,94,9.12,Cash,Lakeside,DEL003,4.6
CUST0880,"Rice Bowl, Noodles, Salad",7:01 AM,34,22.78,Cash,Riverside,DEL018,1.8
CUST0881,"Sandwich, Juice",12:25 AM,37,14.44,Debit Card,Uptown,DEL001,1.9
CUST0882,"Momos, Milkshake, Coke, Hotdog",3:29 PM,24,19.17,UPI,Old Town,DEL078,2.1
CUST0883,"Noodles, Sandwich, Smoothie",12:48 PM,13,20.39,Credit Card,Riverside,DEL061,1.5
CUST0884,"Coffee, Coke",5:21 AM,102,8.88,Wallet,Lakeside,DEL001,3.6
CUST0885,Milkshake,10:00 AM,82,11.13,Cash,Airport Zone,DEL002,1.3
CUST0886,"Chips, Milkshake",6:10 AM,36,21.29,Wallet,Lakeside,DEL023,1.5
